CC00129BN14,43701
CC00231XX09,77701
CC00132XX09,44400
CC00627XX17,180600
CC00422XX10,127800
CC00237XX15,79300
CC00465XX12,137900
CC00308XX11,98900
CC00109XX10,36901
CC00244XX14,81200
CC00338BN17,107600
CC00338AN17,107700
CC00070XX05,26700
CC00150BN02,49100
CC00099AN18,34200
CC00466BN13,138300
CC00466AN13,138400
CC00172AN08,56901
CC00414XX10,127300
CC00412XX08,126301
CC00350XX04,109100
CC00647XX21,190801
CC00421BN09,126100
CC00421AN09,126000
CC00236XX14,78700
CC00403XX07,124400
CC00754BN12,223701
CC00754AN12,223800
CC00122XX07,42000
CC00520XX09,150201
CC00143AN12,47501
CC00126XX11,43100
CC00143BN12,47600
CC00257XX10,84700
CC00170XX06,56100
CC00664XX13,195200
CC00066XX09,19200
CC00445XX17,134800
CC00587XX19,180300
CC00334XX13,106100
CC00261XX06,85600
CC00145XX14,48100
CC00854XX13,41810
CC00164XX08,54000
CC00434AN14,127700
CC00667XX16,196800
CC00204XX06,69900
CC00355XX09,112600
CC00661XX10,209600
CC00582XX14,178300
CC00513XX10,150000
CC00299XX20,94900
CC00547XX20,157300
CC00398XX20,123100
CC00415XX11,127400
CC00546XX19,173100
CC00597XX21,190200
CC00512XX09,150700
CC00313XX08,100000
CC00363XX09,114900
CC00207XX09,88700
CC00473XX12,140100
CC00534XX15,155100
CC00552XX08,159300
CC00131XX08,44200
CC00102XX03,35200
CC00337XX16,107000
CC00202XX04,67800
CC00341XX12,108000
CC00268XX13,87800
CC00413XX09,127100
CC00649XX23,191201
CC00747XX22,238600
CC00344XX15,108600
CC00595XX19,189900
CC00479XX18,141608
CC00221XX07,75000
CC00314XX09,100101
CC00324XX11,111200
CC00157XX09,51900
CC00160XX04,52700
CC00116XX09,38001
CC00830XX14,30710
CC00695XX20,202600
CC00378XX16,120200
CC00069XX12,26300
CC00590XX14,187000
CC00254XX07,84300
CC00616XX14,184700
CC00654XX11,192000
CC00771XX13,17710
CC00260XX05,85300
CC00205XX07,70000
CC00447XX19,135600
CC00585XX17,178900
CC00653XX10,191801
CC00592XX16,188800
CC00453XX08,136600
CC00248XX18,92700
CC00478XX17,141601
CC00367XX13,116000
CC00074XX09,28000
CC00581XX13,177101
CC00630XX12,182500
CC00072XX07,27600
CC00144XX13,47701
CC00502XX07,146700
CC00100XX01,35000
CC00550XX06,157800
CC00594XX18,189800
CC00121XX06,41700
CC00507XX12,148202
CC00120XX05,41600
CC00247XX17,82801
CC00514XX11,151400
CC00067XX10,20200
CC00103XX04,35300
CC00098BN17,33900
CC00669XX18,214300
CC00158XX10,52200
CC00306XX09,98700
CC00115XX08,37801
CC00400XX04,123700
CC00555XX11,162400
CC00586XX18,179000
CC00320XX07,102300
CC00060XX03,12501
CC00474XX13,140500
CC00189XX17,62301
CC00443XX15,133900
CC00071XX06,27000
CC00223XX09,75900
CC00499XX22,145800
CC00356XX10,112901
CC00402XX06,124300
CC00687XX20,199000
CC00265XX10,86901
CC00171XX07,56300
CC00106XX07,36100
CC00405XX09,124900
CC00822XX14,15710
CC00376XX14,118400
CC00593XX17,189401
CC00787XX21,19010
CC00411XX07,126200
CC00516XX13,152902
CC00501XX06,146500
CC00504XX09,146800
CC00058XX09,11300
CC00720XX11,211101
CC00613XX11,181601
CC00693XX18,201000
CC00179XX15,58800
CC00810XX10,29010
CC00377XX15,119800
CC00843XX19,4330
CC00185XX13,60800
CC00379XX17,120400
CC00548XX21,157400
CC00860XX11,7030
CC00250XX03,83700
CC00146XX15,48400
CC00065XX08,18600
CC00486XX17,144300
CC00302XX05,113500
CC00162XX06,53600
CC00181XX09,60000
CC00370XX08,142400
CC00163XX07,53701
CC00118XX11,39100
CC00840XX16,24910
CC00505XX10,146900
CC00428XX16,130400
CC00451XX06,137000
CC00384XX14,122200
CC00198XX18,66600
CC00203XX05,69500
CC00456XX11,138000
CC00850XX09,4930
CC00206XX08,70100
CC00269XX14,88300
CC00671XX12,197400
CC00652XX09,191600
CC00087AN14,38800
CC00290XX11,92900
CC00150AN02,54800
CC00467XX14,139000
CC00483XX14,144200
CC00561XX09,159900
CC00178XX14,58600
CC00073XX08,27800
CC00409XX13,125600
CC00226XX12,76600
CC00408XX12,125500
CC00199XX19,66700
CC00300XX03,96000
CC00629XX19,198100
CC00305XX08,115700
CC00441XX13,132902
CC00482XX13,142000
CC00165XX09,54600
CC00339XX18,107200
CC00368XX14,116600
CC00410XX06,125800
CC00304XX07,111600
CC00183XX11,60300
CC00805XX13,24210
CC00227XX13,92100
CC00271XX08,100400
CC00744XX19,221001
CC00107XX08,36300
CC00540XX13,164400
CC00417XX13,129000
CC00497XX20,144500
CC00458XX13,138900
CC00364XX10,115200
CC00424XX12,129400
CC00484XX15,142700
CC00217XX11,73700
CC00149XX18,49000
CC00718XX17,235300
CC00388XX18,118700
CC00174XX10,57200
CC00440XX12,132200
CC00457XX12,138601
CC00366XX12,116300
CC00380XX10,121200
CC00347XX18,109600
CC00532XX13,154200
CC00580XX12,173700
CC00469XX16,139200
CC00472XX11,140000
CC00556XX12,162902
CC00332XX11,105700
CC00153XX05,50300
CC00719XX18,210600
CC00596XX20,190100
CC00622XX12,185600
CC00156XX08,51500
CC00442XX14,133300
CC00481XX12,141800
CC00639XX21,216800
CC00138XX15,46200
CC00553XX09,159000
CC00346XX17,109200
CC00526XX15,169900
CC00187XX15,61500
CC00577XX17,180400
CC00383XX13,121800
CC00871XX14,38810
CC00357XX11,113900
CC00319XX14,117300
CC00381XX11,121600
CC00104XX05,35800
CC00113XX06,37200
CC00348XX19,110200
CC00446XX18,135200
CC00588XX20,183600
CC00705XX12,226000
CC00182XX10,60200
CC00734XX17,216900
CC00564XX12,154100
CC00544XX17,169300
CC00468XX15,139100
CC00397XX19,122700
CC00270XX07,88600
CC00127XX12,43200
CC00407AN11,137100
CC00562XX10,191900
CC00798XX24,245400
CC00777XX19,239102
CC00343XX14,108500
CC00455XX10,137700
CC00470XX09,139600
CC00789XX23,21110
CC00416XX12,128900
CC00298XX19,94700
CC00193XX13,64400
CC00766XX16,4200
CC00508XX13,148700
CC00584XX16,178800
CC00765XX15,8210
CC00853XX12,7330
CC00117XX10,38200
CC00448XX20,135800
CC00549XX22,157600
CC00196XX16,66100
CC00219XX13,86600
CC00498XX21,144900
CC00429XX17,130900
CC00180XX08,59500
CC00255XX08,84400
CC00607XX13,179300
CC00349XX20,110300
CC00692XX17,200301
CC00354XX08,112100
CC00433XX13,132000
CC00815XX15,4120
CC00108XX09,36800
CC00371XX09,134700
CC00272XX09,117900
CC00818XX18,4020
CC00444XX16,135101
CC00851XX10,42010
CC00536XX17,156900
CC00541XX14,165500
CC00542XX15,165800
CC00740XX15,238400
CC00258XX11,84900
CC00188XX16,61800
CC00566XX14,164500
CC00209XX11,70400
CC00399XX21,123400
CC00768XX18,236400
CC00791XX17,27611
CC00382XX12,121700
CC00500XX05,145900
CC00527XX16,184400
CC00656XX13,217601
CC00335XX14,106300
CC00847XX23,26910
CC00197XX17,66500
CC00252XX05,84000
CC00545XX18,170400
CC00846XX22,26710
CC00233XX11,77800
CC00650XX07,218007
CC00110XX03,37000
CC00757XX15,12010
CC00685XX18,226100
CC00167XX11,55600
CC00295XX16,127500
CC00852XX11,28210
CC00303XX06,96900
CC00130XX07,44001
CC00438XX18,156800
CC00309BN12,99400
CC00855XX14,530
CC00454XX09,137600
CC00568XX16,198900
CC00251XX04,83800
CC00589XX21,184000
CC00753XX11,223600
CC00176XX12,57600
CC00558XX14,164100
CC00863XX14,34810
CC00528XX17,183200
CC00119XX12,39400
CC00858XX17,32210
CC00342XX13,108300
CC00168XX12,55700
CC00620XX10,210900
CC00461XX08,175100
CC00431XX11,131500
CC00352XX06,110700
CC00430XX10,131100
CC00330XX09,128200
